chr,locus,model,start,stop,ori,is_TE,is_expressed,is_representative,annotation
Chr3,LOC_Os03g49430,LOC_Os03g49430.4,28138873,28141954,-,N,Y,N,pre-mRNA-splicing factor  putative  expressed
Chr3,LOC_Os03g49430,LOC_Os03g49430.3,28138873,28141763,-,N,Y,N,pre-mRNA-splicing factor  putative  expressed
Chr3,LOC_Os03g49430,LOC_Os03g49430.1,28138873,28141954,-,N,Y,Y,pre-mRNA-splicing factor  putative  expressed
Chr3,LOC_Os03g49440,LOC_Os03g49440.1,28143097,28146332,+,N,Y,Y,phosphatase  putative  expressed
Chr3,LOC_Os03g49440,LOC_Os03g49440.2,28143783,28146332,+,N,Y,N,phosphatase  putative  expressed
Chr3,LOC_Os03g49450,LOC_Os03g49450.1,28149008,28149238,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g49464,LOC_Os03g49464.2,28151930,28155430,+,N,Y,Y,tetratricopeptide-like helical  putative  expressed
Chr3,LOC_Os03g49464,LOC_Os03g49464.1,28151930,28159181,+,N,Y,N,tetratricopeptide-like helical  putative  expressed
Chr3,LOC_Os03g49480,LOC_Os03g49480.1,28160047,28161410,-,N,Y,Y,elongation of fatty acids protein 2  putative  expressed
Chr3,LOC_Os03g49485,LOC_Os03g49485.1,28163600,28164465,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49490,LOC_Os03g49490.1,28164811,28167450,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49490,LOC_Os03g49490.2,28164811,28167450,-,N,Y,N,expressed protein
Chr3,LOC_Os03g49500,LOC_Os03g49500.2,28169807,28173984,-,N,Y,N,ethylene receptor  putative  expressed
Chr3,LOC_Os03g49500,LOC_Os03g49500.1,28169807,28174250,-,N,Y,Y,ethylene receptor  putative  expressed
Chr3,LOC_Os03g49510,LOC_Os03g49510.1,28180227,28186143,+,N,Y,Y,phosphatidylinositol-4-phosphate 5-kinase  putative  expressed
Chr3,LOC_Os03g49520,LOC_Os03g49520.1,28186201,28190115,-,N,Y,Y,pinin/SDK/memA protein  putative  expressed
Chr3,LOC_Os03g49520,LOC_Os03g49520.2,28186201,28190115,-,N,Y,N,pinin/SDK/memA protein  putative  expressed
Chr3,LOC_Os03g49524,LOC_Os03g49524.1,28193785,28196514,-,N,Y,Y,anthocyanidin 3-O-glucosyltransferase  putative  expressed
Chr3,LOC_Os03g49530,LOC_Os03g49530.1,28201630,28207747,-,Y,N,Y,transposon protein  putative  unclassified
Chr3,LOC_Os03g49540,LOC_Os03g49540.1,28213443,28215936,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g49550,LOC_Os03g49550.1,28219431,28221314,+,N,Y,Y,glucosyltransferase  putative  expressed
Chr3,LOC_Os03g49560,LOC_Os03g49560.1,28224449,28225358,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49570,LOC_Os03g49570.1,28229288,28234093,+,N,Y,Y,domain of unknown function  DUF250 domain containing protein  expressed
Chr3,LOC_Os03g49580,LOC_Os03g49580.1,28236193,28239377,+,N,Y,Y,eukaryotic peptide chain release factor subunit 1-1  putative  expressed
Chr3,LOC_Os03g49590,LOC_Os03g49590.1,28239396,28240049,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49600,LOC_Os03g49600.1,28240285,28245347,-,N,Y,Y,Os3bglu7 - beta-glucosidase  exo-beta-glucanse  expressed
Chr3,LOC_Os03g49600,LOC_Os03g49600.2,28240285,28245347,-,N,Y,N,Os3bglu7 - beta-glucosidase  exo-beta-glucanse  expressed
Chr3,LOC_Os03g49600,LOC_Os03g49600.4,28240285,28245347,-,N,Y,N,Os3bglu7 - beta-glucosidase  exo-beta-glucanse  expressed
Chr3,LOC_Os03g49600,LOC_Os03g49600.5,28240285,28245347,-,N,Y,N,Os3bglu7 - beta-glucosidase  exo-beta-glucanse  expressed
Chr3,LOC_Os03g49600,LOC_Os03g49600.3,28240290,28245347,-,N,Y,N,Os3bglu7 - beta-glucosidase  exo-beta-glucanse  expressed
Chr3,LOC_Os03g49610,LOC_Os03g49610.1,28248731,28254047,-,N,Y,Y,Os3bglu8 - beta-glucosidase  exo-beta-glucansase  high similarity to Os3bglu7  expressed
Chr3,LOC_Os03g49620,LOC_Os03g49620.8,28254419,28259880,-,N,Y,N,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g49620,LOC_Os03g49620.2,28254433,28259880,-,N,Y,N,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g49620,LOC_Os03g49620.3,28254433,28258987,-,N,Y,Y,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g49620,LOC_Os03g49620.7,28254433,28259880,-,N,Y,N,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g49620,LOC_Os03g49620.4,28254433,28259880,-,N,Y,N,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g49620,LOC_Os03g49620.5,28254433,28259794,-,N,Y,N,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g49630,LOC_Os03g49630.1,28260581,28266479,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49630,LOC_Os03g49630.2,28260583,28266479,-,N,Y,N,expressed protein
Chr3,LOC_Os03g49640,LOC_Os03g49640.1,28269518,28275709,-,N,Y,Y,STE_MEKK_ste11_MAP3K.14 - STE kinases include homologs to sterile 7  sterile 11 and sterile 20 from yeast  expressed
Chr3,LOC_Os03g49640,LOC_Os03g49640.2,28269521,28275709,-,N,Y,N,STE_MEKK_ste11_MAP3K.14 - STE kinases include homologs to sterile 7  sterile 11 and sterile 20 from yeast  expressed
Chr3,LOC_Os03g49650,LOC_Os03g49650.1,28278892,28279353,-,Y,N,Y,retrotransposon protein  putative  Ty1-copia subclass
Chr3,LOC_Os03g49660,LOC_Os03g49660.1,28280465,28284833,-,Y,Y,Y,retrotransposon protein  putative  Ty1-copia subclass  expressed
Chr3,LOC_Os03g49680,LOC_Os03g49680.1,28292434,28293932,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49690,LOC_Os03g49690.1,28294526,28295482,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g49700,LOC_Os03g49700.1,28297142,28300290,+,N,Y,Y,SNARE associated Golgi protein  putative  expressed
Chr3,LOC_Os03g49710,LOC_Os03g49710.1,28301288,28303246,+,N,Y,Y,ribosomal protein S13p/S18e  putative  expressed
Chr3,LOC_Os03g49720,LOC_Os03g49720.1,28304985,28307930,+,N,Y,Y,PAP fibrillin family domain containing protein  expressed
Chr3,LOC_Os03g49730,LOC_Os03g49730.2,28308340,28312269,-,N,Y,N,zinc finger protein  putative  expressed
Chr3,LOC_Os03g49730,LOC_Os03g49730.1,28308340,28312269,-,N,Y,Y,zinc finger protein  putative  expressed
Chr3,LOC_Os03g49730,LOC_Os03g49730.4,28309011,28312269,-,N,Y,N,zinc finger protein  putative  expressed
Chr3,LOC_Os03g49730,LOC_Os03g49730.3,28309011,28312269,-,N,Y,N,zinc finger protein  putative  expressed
Chr3,LOC_Os03g49740,LOC_Os03g49740.1,28312846,28313603,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g49750,LOC_Os03g49750.1,28314271,28319959,+,N,Y,Y,protein kinase family protein  putative  expressed
Chr3,LOC_Os03g49770,LOC_Os03g49770.1,28329951,28339179,+,N,Y,Y,oxysterol-binding protein  putative  expressed
Chr3,LOC_Os03g49770,LOC_Os03g49770.2,28329953,28339179,+,N,Y,N,oxysterol-binding protein  putative  expressed
Chr3,LOC_Os03g49790,LOC_Os03g49790.1,28345433,28346719,+,N,Y,Y,pattern formation protein EMB30  putative  expressed
Chr3,LOC_Os03g49800,LOC_Os03g49800.1,28358095,28362611,-,N,Y,Y,phosphatidylinositol-4-phosphate 5-kinase  putative  expressed
Chr3,LOC_Os03g49810,LOC_Os03g49810.1,28363854,28364840,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g49820,LOC_Os03g49820.1,28371847,28375160,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g49830,LOC_Os03g49830.1,28390076,28392181,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g49840,LOC_Os03g49840.1,28399486,28400228,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g49850,LOC_Os03g49850.1,28407785,28408144,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g49860,LOC_Os03g49860.1,28409771,28412672,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g49870,LOC_Os03g49870.1,28414547,28417794,-,Y,Y,Y,transposon protein  putative  Mariner sub-class  expressed
Chr3,LOC_Os03g49880,LOC_Os03g49880.1,28428504,28430462,+,N,Y,Y,TCP family transcription factor  putative  expressed
Chr3,LOC_Os03g49890,LOC_Os03g49890.1,28445059,28445367,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g49900,LOC_Os03g49900.1,28448814,28456412,-,N,Y,Y,zinc finger  C3HC4 type domain containing protein  expressed
Chr3,LOC_Os03g49910,LOC_Os03g49910.1,28457956,28462154,+,Y,Y,Y,retrotransposon protein  putative  Ty1-copia subclass  expressed
Chr3,LOC_Os03g49920,LOC_Os03g49920.1,28465059,28465364,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g49930,LOC_Os03g49930.1,28466953,28469339,-,N,Y,Y,pentatricopeptide  putative  expressed
Chr3,LOC_Os03g49940,LOC_Os03g49940.1,28470552,28473673,+,N,Y,Y,integral membrane protein  putative  expressed
Chr3,LOC_Os03g49960,LOC_Os03g49960.5,28474134,28483671,-,N,Y,N,expressed protein
Chr3,LOC_Os03g49960,LOC_Os03g49960.2,28474134,28483671,-,N,Y,N,expressed protein
Chr3,LOC_Os03g49960,LOC_Os03g49960.1,28474134,28483671,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49970,LOC_Os03g49970.1,28492497,28493714,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g49980,LOC_Os03g49980.1,28497237,28507195,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g49990,LOC_Os03g49990.1,28512625,28515179,+,N,Y,Y,GRAS family transcription factor domain containing protein  expressed
Chr3,LOC_Os03g50010,LOC_Os03g50010.1,28533089,28541241,-,N,Y,Y,toc64  putative  expressed
Chr3,LOC_Os03g50020,LOC_Os03g50020.1,28545251,28545898,+,Y,N,Y,retrotransposon  putative  centromere-specific
Chr3,LOC_Os03g50030,LOC_Os03g50030.1,28548351,28550030,+,N,Y,Y,phospholipase A2  putative  expressed
Chr3,LOC_Os03g50040,LOC_Os03g50040.2,28551949,28555422,-,N,Y,N,phytanoyl-CoA dioxygenase  putative  expressed
Chr3,LOC_Os03g50040,LOC_Os03g50040.1,28551949,28555422,-,N,Y,Y,phytanoyl-CoA dioxygenase  putative  expressed
Chr3,LOC_Os03g50050,LOC_Os03g50050.1,28556750,28558347,+,N,Y,Y,OsFBDUF16 - F-box and DUF domain containing protein  expressed
Chr3,LOC_Os03g50070,LOC_Os03g50070.1,28560957,28565000,+,N,Y,Y,DUF1295 domain containing protein  putative  expressed
Chr3,LOC_Os03g50080,LOC_Os03g50080.1,28565472,28566831,-,N,Y,Y,peptidyl-prolyl cis-trans isomerase  FKBP-type  putative  expressed
Chr3,LOC_Os03g50090,LOC_Os03g50090.4,28566996,28571307,-,Y,Y,N,transposon protein  putative  CACTA  En/Spm sub-class  expressed
Chr3,LOC_Os03g50090,LOC_Os03g50090.3,28566998,28571307,-,Y,Y,N,transposon protein  putative  CACTA  En/Spm sub-class  expressed
Chr3,LOC_Os03g50090,LOC_Os03g50090.2,28568744,28571320,-,Y,Y,Y,transposon protein  putative  CACTA  En/Spm sub-class  expressed
Chr3,LOC_Os03g50090,LOC_Os03g50090.1,28568345,28571320,-,Y,Y,N,transposon protein  putative  CACTA  En/Spm sub-class  expressed
Chr3,LOC_Os03g50100,LOC_Os03g50100.1,28572782,28577117,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g50110,LOC_Os03g50110.1,28585246,28586715,-,N,Y,Y,transcription regulator  putative  expressed
Chr3,LOC_Os03g50120,LOC_Os03g50120.1,28588615,28593698,+,N,Y,Y,zinc finger family protein  putative  expressed
Chr3,LOC_Os03g50130,LOC_Os03g50130.2,28594359,28596340,-,N,Y,N,microsomal glutathione S-transferase 3  putative  expressed
Chr3,LOC_Os03g50130,LOC_Os03g50130.1,28594359,28596342,-,N,Y,Y,microsomal glutathione S-transferase 3  putative  expressed
Chr3,LOC_Os03g50140,LOC_Os03g50140.1,28598172,28599213,-,N,Y,Y,plastocyanin-like domain containing protein  putative  expressed
Chr3,LOC_Os03g50150,LOC_Os03g50150.1,28599798,28603935,+,N,Y,Y,NB-ARC domain containing protein  expressed
Chr3,LOC_Os03g50160,LOC_Os03g50160.1,28604432,28606325,-,N,Y,Y,plastocyanin-like domain containing protein  putative  expressed
Chr3,LOC_Os03g50180,LOC_Os03g50180.1,28617872,28624050,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g50190,LOC_Os03g50190.1,28627347,28628882,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50210,LOC_Os03g50210.1,28631644,28633378,+,N,Y,Y,DUF292 domain containing protein  expressed
Chr3,LOC_Os03g50220,LOC_Os03g50220.1,28632554,28636276,-,N,Y,Y,homologous-pairing protein meu13  putative  expressed
Chr3,LOC_Os03g50230,LOC_Os03g50230.1,28638302,28643637,-,N,Y,Y,protein kinase  putative  expressed
Chr3,LOC_Os03g50240,LOC_Os03g50240.1,28645117,28645350,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g50250,LOC_Os03g50250.1,28647086,28649570,+,N,Y,Y,DnaK family protein  putative  expressed
Chr3,LOC_Os03g50260,LOC_Os03g50260.1,28649776,28650341,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g50270,LOC_Os03g50270.1,28651107,28653092,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g50280,LOC_Os03g50280.1,28655240,28657434,-,N,Y,Y,GLTP domain containing protein  putative  expressed
Chr3,LOC_Os03g50290,LOC_Os03g50290.1,28663767,28667970,+,N,Y,N,14-3-3 protein  putative  expressed
Chr3,LOC_Os03g50290,LOC_Os03g50290.3,28663767,28667970,+,N,Y,N,14-3-3 protein  putative  expressed
Chr3,LOC_Os03g50290,LOC_Os03g50290.2,28664325,28667970,+,N,Y,Y,14-3-3 protein  putative  expressed
Chr3,LOC_Os03g50300,LOC_Os03g50300.1,28671296,28679049,+,N,Y,Y,CASP  putative  expressed
Chr3,LOC_Os03g50310,LOC_Os03g50310.1,28686958,28689716,+,N,Y,Y,CCT/B-box zinc finger protein  putative  expressed
Chr3,LOC_Os03g50320,LOC_Os03g50320.1,28690315,28697934,-,N,Y,Y,phosphatidylinositol 4-kinase PI4K  putative  expressed
Chr3,LOC_Os03g50325,LOC_Os03g50325.1,28700345,28705493,-,N,Y,Y,phosphatidylinositol 4-kinase  putative  expressed
Chr3,LOC_Os03g50330,LOC_Os03g50330.1,28708585,28716214,-,N,Y,Y,CAMK_KIN1/SNF1/Nim1_like.18 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g50340,LOC_Os03g50340.1,28719395,28724712,-,N,Y,Y,coatomer alpha subunit  putative  expressed
Chr3,LOC_Os03g50350,LOC_Os03g50350.1,28730884,28736333,-,N,Y,Y,coatomer alpha subunit  putative  expressed
Chr3,LOC_Os03g50355,LOC_Os03g50355.1,28740905,28742527,-,N,Y,Y,AT hook-containing DNA-binding protein  putative  expressed
Chr3,LOC_Os03g50364,LOC_Os03g50364.1,28744729,28746317,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g50380,LOC_Os03g50380.1,28746650,28748955,+,N,Y,Y,DNA-directed RNA polymerase I subunit RPA12  putative  expressed
Chr3,LOC_Os03g50390,LOC_Os03g50390.2,28750043,28759686,-,N,Y,N,AGC_AGC_other_GWLd.2 - ACG kinases include homologs to PKA  PKG and PKC  expressed
Chr3,LOC_Os03g50390,LOC_Os03g50390.1,28750043,28762297,-,N,Y,Y,AGC_AGC_other_GWLd.2 - ACG kinases include homologs to PKA  PKG and PKC  expressed
Chr3,LOC_Os03g50400,LOC_Os03g50400.1,28763236,28764874,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50410,LOC_Os03g50410.1,28766756,28768814,+,N,Y,Y,lipase family protein  expressed
Chr3,LOC_Os03g50420,LOC_Os03g50420.1,28769963,28772122,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50430,LOC_Os03g50430.1,28774588,28777248,+,N,Y,Y,zinc finger family protein  putative  expressed
Chr3,LOC_Os03g50440,LOC_Os03g50440.1,28781460,28786814,+,N,Y,Y,ubiquitin-conjugating enzyme  putative  expressed
Chr3,LOC_Os03g50450,LOC_Os03g50450.1,28795423,28799255,-,N,Y,Y,inactive receptor kinase At2g26730 precursor  putative  expressed
Chr3,LOC_Os03g50470,LOC_Os03g50470.2,28804844,28810296,-,N,Y,N,expressed protein
Chr3,LOC_Os03g50470,LOC_Os03g50470.1,28804844,28810296,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g50480,LOC_Os03g50480.1,28813570,28820161,+,N,Y,Y,phosphoglucomutase  putative  expressed
Chr3,LOC_Os03g50480,LOC_Os03g50480.2,28814082,28820161,+,N,Y,N,phosphoglucomutase  putative  expressed
Chr3,LOC_Os03g50490,LOC_Os03g50490.1,28822405,28826521,-,N,Y,Y,glutamine synthetase  catalytic domain containing protein  expressed
Chr3,LOC_Os03g50500,LOC_Os03g50500.1,28830826,28836835,+,N,Y,Y,PPR repeat domain containing protein  putative  expressed
Chr3,LOC_Os03g50510,LOC_Os03g50510.1,28839277,28844927,+,N,Y,Y,threonine dehydratase biosynthetic  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g50520,LOC_Os03g50520.1,28846822,28852769,+,N,Y,Y,dynamin family protein  putative  expressed
Chr3,LOC_Os03g50520,LOC_Os03g50520.2,28846828,28851726,+,N,Y,N,dynamin family protein  putative  expressed
Chr3,LOC_Os03g50530,LOC_Os03g50530.2,28852103,28854599,-,N,Y,N,expressed protein
Chr3,LOC_Os03g50530,LOC_Os03g50530.1,28852103,28853655,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g50540,LOC_Os03g50540.1,28855620,28860136,-,N,Y,Y,2Fe-2S iron-sulfur cluster binding domain containing protein  expressed
Chr3,LOC_Os03g50550,LOC_Os03g50550.1,28861857,28862894,+,N,Y,Y,STE_MEK_ste7_MAP2K.7 - STE kinases include homologs to sterile 7  sterile 11 and sterile 20 from yeast  expressed
Chr3,LOC_Os03g50560,LOC_Os03g50560.1,28869065,28873264,-,N,Y,Y,RNA recognition motif containing protein  putative  expressed
Chr3,LOC_Os03g50560,LOC_Os03g50560.2,28869065,28873196,-,N,Y,N,RNA recognition motif containing protein  putative  expressed
Chr3,LOC_Os03g50560,LOC_Os03g50560.3,28869066,28871695,-,N,Y,N,RNA recognition motif containing protein  putative  expressed
Chr3,LOC_Os03g50570,LOC_Os03g50570.1,28875574,28880854,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50580,LOC_Os03g50580.1,28882515,28882859,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50590,LOC_Os03g50590.1,28890274,28891283,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50600,LOC_Os03g50600.1,28896052,28896432,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50610,LOC_Os03g50610.1,28900024,28900356,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50620,LOC_Os03g50620.1,28901044,28906929,+,N,Y,Y,ATP binding protein  putative  expressed
Chr3,LOC_Os03g50620,LOC_Os03g50620.2,28901044,28904166,+,N,Y,N,ATP binding protein  putative  expressed
Chr3,LOC_Os03g50630,LOC_Os03g50630.1,28913418,28913708,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50644,LOC_Os03g50644.1,28916701,28917706,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50660,LOC_Os03g50660.1,28927914,28929255,-,Y,N,Y,transposon protein  putative  CACTA  En/Spm sub-class
Chr3,LOC_Os03g50670,LOC_Os03g50670.1,28931768,28940039,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g50690,LOC_Os03g50690.1,28943568,28944752,-,Y,Y,Y,transposon protein  putative  CACTA  En/Spm sub-class  expressed
Chr3,LOC_Os03g50710,LOC_Os03g50710.1,28954342,28954897,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50720,LOC_Os03g50720.1,28957396,28958518,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50730,LOC_Os03g50730.2,28959045,28963461,+,N,Y,N,transmembrane anterior posterior transformation 1  putative  expressed
Chr3,LOC_Os03g50730,LOC_Os03g50730.1,28959071,28964466,+,N,Y,Y,transmembrane anterior posterior transformation 1  putative  expressed
Chr3,LOC_Os03g50740,LOC_Os03g50740.2,28963837,28975281,-,Y,Y,N,retrotransposon protein  putative  SINE subclass  expressed
Chr3,LOC_Os03g50740,LOC_Os03g50740.1,28964616,28975281,-,Y,Y,Y,retrotransposon protein  putative  SINE subclass  expressed
Chr3,LOC_Os03g50740,LOC_Os03g50740.3,28966547,28975281,-,Y,Y,N,retrotransposon protein  putative  SINE subclass  expressed
Chr3,LOC_Os03g50760,LOC_Os03g50760.1,28977555,28980326,+,N,Y,Y,EF hand family protein  putative  expressed
Chr3,LOC_Os03g50780,LOC_Os03g50780.1,28988380,28991862,-,N,Y,Y,PHD-finger domain containing protein  putative  expressed
Chr3,LOC_Os03g50790,LOC_Os03g50790.1,28996397,28998970,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g50800,LOC_Os03g50800.1,29008018,29008424,-,N,Y,Y,fucosyltransferase 6  putative  expressed
Chr3,LOC_Os03g50810,LOC_Os03g50810.1,29015978,29020079,-,N,Y,Y,receptor protein kinase TMK1 precursor  putative  expressed
Chr3,LOC_Os03g50820,LOC_Os03g50820.1,29028313,29030976,+,N,Y,Y,cytochrome b561  putative  expressed
Chr3,LOC_Os03g50830,LOC_Os03g50830.1,29031575,29032249,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50850,LOC_Os03g50850.1,29039294,29045596,-,N,Y,Y,ZOS3-17 - C2H2 zinc finger protein  expressed
Chr3,LOC_Os03g50850,LOC_Os03g50850.2,29039294,29045566,-,N,Y,N,ZOS3-17 - C2H2 zinc finger protein  expressed
Chr3,LOC_Os03g50860,LOC_Os03g50860.1,29052318,29058566,+,N,Y,Y,histidine kinase  putative  expressed
Chr3,LOC_Os03g50870,LOC_Os03g50870.1,29064993,29067660,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g50880,LOC_Os03g50880.1,29067747,29071552,-,N,Y,Y,class I glutamine amidotransferase  putative  expressed
Chr3,LOC_Os03g50885,LOC_Os03g50885.1,29073995,29075870,+,N,Y,Y,actin  putative  expressed
Chr3,LOC_Os03g50900,LOC_Os03g50900.1,29076706,29079305,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g50920,LOC_Os03g50920.1,29090611,29091429,+,N,Y,Y,ZF-HD protein dimerisation region containing protein  expressed
Chr3,LOC_Os03g50940,LOC_Os03g50940.1,29100595,29103586,-,N,Y,Y,cytochrome c oxidase assembly protein COX11  mitochondrial precursor  putative  expressed
Chr3,LOC_Os03g50940,LOC_Os03g50940.2,29101125,29103586,-,N,Y,N,cytochrome c oxidase assembly protein COX11  mitochondrial precursor  putative  expressed
Chr3,LOC_Os03g50960,LOC_Os03g50960.1,29110322,29111122,+,N,Y,Y,LTPL118 - Protease inhibitor/seed storage/LTP family protein precursor  expressed
Chr3,LOC_Os03g50960,LOC_Os03g50960.2,29110323,29111122,+,N,Y,N,LTPL118 - Protease inhibitor/seed storage/LTP family protein precursor  expressed
Chr3,LOC_Os03g50970,LOC_Os03g50970.1,29114636,29119892,-,Y,Y,Y,retrotransposon protein  putative  Ty1-copia subclass  expressed
Chr3,LOC_Os03g50980,LOC_Os03g50980.1,29126787,29134966,+,N,Y,Y,ATSIZ1/SIZ1  putative  expressed
Chr3,LOC_Os03g50990,LOC_Os03g50990.1,29135345,29135737,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g51000,LOC_Os03g51000.2,29137663,29145552,-,N,Y,N,3 4-dihydroxy-2-butanone kinase  putative  expressed
Chr3,LOC_Os03g51000,LOC_Os03g51000.1,29137663,29145550,-,N,Y,Y,3 4-dihydroxy-2-butanone kinase  putative  expressed
Chr3,LOC_Os03g51000,LOC_Os03g51000.3,29137663,29145550,-,N,Y,N,3 4-dihydroxy-2-butanone kinase  putative  expressed
Chr3,LOC_Os03g51010,LOC_Os03g51010.1,29150120,29153687,-,N,Y,Y,hydrolase  alpha/beta fold family domain containing protein  expressed
Chr3,LOC_Os03g51020,LOC_Os03g51020.1,29157941,29165219,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g51030,LOC_Os03g51030.3,29168142,29176095,-,N,Y,Y,phytochrome A  putative  expressed
Chr3,LOC_Os03g51030,LOC_Os03g51030.1,29168142,29176112,-,N,Y,N,phytochrome A  putative  expressed
Chr3,LOC_Os03g51030,LOC_Os03g51030.2,29168142,29176095,-,N,Y,N,phytochrome A  putative  expressed
Chr3,LOC_Os03g51040,LOC_Os03g51040.1,29180902,29183141,-,N,Y,Y,STRUBBELIG-RECEPTOR FAMILY 6 precursor  putative  expressed
Chr3,LOC_Os03g51050,LOC_Os03g51050.1,29185006,29190361,-,N,Y,Y,peptide transporter PTR2  putative  expressed
Chr3,LOC_Os03g51060,LOC_Os03g51060.1,29191129,29191660,-,N,Y,Y,inactive receptor kinase At2g26730 precursor  putative  expressed
Chr3,LOC_Os03g51080,LOC_Os03g51080.1,29200210,29208750,+,N,Y,Y,glutamate decarboxylase  putative  expressed
Chr3,LOC_Os03g51090,LOC_Os03g51090.1,29209943,29212204,+,N,Y,Y,OsFBDUF17 - F-box and DUF domain containing protein  expressed
Chr3,LOC_Os03g51100,LOC_Os03g51100.1,29216389,29217391,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g51110,LOC_Os03g51110.1,29236174,29238382,+,N,Y,Y,MYB family transcription factor  putative  expressed
Chr3,LOC_Os03g51120,LOC_Os03g51120.1,29242634,29243050,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g51140,LOC_Os03g51140.1,29260530,29272294,+,N,Y,Y,HEAT repeat family protein  putative  expressed
Chr3,LOC_Os03g51150,LOC_Os03g51150.1,29272320,29274639,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g51160,LOC_Os03g51160.1,29275573,29278615,-,N,Y,N,fb27  putative  expressed
Chr3,LOC_Os03g51160,LOC_Os03g51160.2,29275573,29278615,-,N,Y,Y,fb27  putative  expressed
Chr3,LOC_Os03g51170,LOC_Os03g51170.1,29281949,29282227,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g51180,LOC_Os03g51180.1,29282868,29286464,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g51200,LOC_Os03g51200.1,29291508,29292235,+,N,Y,Y,Core histone H2A/H2B/H3/H4 domain containing protein  putative  expressed
Chr3,LOC_Os03g51210,LOC_Os03g51210.1,29292555,29294090,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g51220,LOC_Os03g51220.1,29296088,29302092,+,N,Y,Y,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member  putative  expressed
